date,gold,commodity,k10bond,kospi
2001-03-22,-0.0031,-0.0035,,-0.0104
2001-03-23,0.0015,0.0182,,0.0207
2001-03-26,0.0015,0.0051,,0.0149
2001-03-27,-0.0034,0.0157,,-0.024
2001-03-28,-0.005,-0.0295,0.000274924,-0.0077
2001-03-29,-0.0035,-0.0078,,-0.0094
2001-03-30,-0.0035,-0.0115,0.000286456,-0.0011
2001-03-31,,,0.000288763,
2001-04-02,-0.0089,-0.0091,0.000288378,-0.0153
2001-04-03,0.0047,0.0145,0.000296066,-0.0232
2001-04-04,0.0062,0.0243,0.000292222,-0.019
2001-04-05,-0.0012,0.0096,,
2001-04-06,0.0074,-0.0065,,0.0254
2001-04-09,-0.0065,0.0092,,-0.0173
2001-04-10,-0.0039,0.0263,,-0.0126
2001-04-11,0.0054,-0.0055,0.000292607,0.0332
2001-04-12,0.0054,0.0042,,0.0132
2001-04-13,,,,0.0037
2001-04-16,0.0123,0.0143,,-0.015
2001-04-17,-0.0084,-0.0101,,0.0111
2001-04-18,0.0008,-0.0066,0.000292607,0.0506
2001-04-19,0.0153,-0.0073,0.000288378,0.0432
2001-04-20,-0.0019,-0.0088,0.000294913,-0.0125
2001-04-23,-0.0042,-0.0018,,0.0084
2001-04-24,0.0015,-0.0122,,-0.0094
2001-04-25,-0.0064,0.0049,,0.0193
2001-04-26,0.0076,0.0184,,-0.0083
2001-04-27,-0.0019,-0.0044,,-0.0089
2001-04-30,0.0004,0.0006,0.000301832,0.0372
2001-05-01,0.0015,0.0076,,
2001-05-02,0.0038,-0.0213,,0.011
2001-05-03,0.0034,0.0146,0.000294144,0.0012
2001-05-04,-0.0008,-0.0009,,0.0021
2001-05-07,0,-0.0142,,0.0186
2001-05-08,-0.0038,-0.0054,0.000294144,-0.0094
2001-05-09,0.0185,0.0083,0.000291838,-0.0204
2001-05-10,-0.0033,0.0073,0.000289147,0.0044
2001-05-11,-0.0045,-0.0056,,0.0029
2001-05-14,0.0015,0.0016,,0.0017
2001-05-15,-0.0007,0.0102,0.000301832,-0.0048
2001-05-16,0.0145,-0.0096,0.000301832,-0.0153
2001-05-17,0.0059,0.0027,0.000297219,0.0419
2001-05-18,0.0504,0.0205,,0.007
2001-05-21,-0.007,-0.0041,,0.0307
2001-05-22,-0.0011,-0.0063,,-0.0016
2001-05-23,-0.0053,-0.0043,0.000292991,0.0075
2001-05-24,-0.0159,-0.0186,0.0002903,-0.0005
2001-05-25,-0.0043,-0.0077,0.000288378,0.0029
2001-05-28,,,0.000284534,-0.009
2001-05-29,-0.0148,-0.0007,0.000282228,0.022
2001-05-30,-0.0296,0.0006,,-0.0057
2001-05-31,-0.0015,-0.0035,0.000279153,-0.0259
2001-06-01,0.0041,-0.0036,,-0.0083
2001-06-04,,0.0022,,0.0063
2001-06-05,-0.0026,-0.0007,,-0.0217
2001-06-06,0,-0.0114,,
2001-06-07,0.0011,-0.0004,,0.0058
2001-06-08,0.0278,0.0152,,0.0343
2001-06-11,-0.0201,0.0158,0.000279922,-0.0218
2001-06-12,0.0134,0.0084,,-0.0018
2001-06-13,0.0018,-0.0077,,0.0114
2001-06-14,0.0121,-0.0002,0.000276846,-0.0005
2001-06-15,-0.0149,-0.0119,,0.0085
2001-06-18,0.0044,-0.0178,,-0.0164
2001-06-19,0.0037,0.0008,,0.0002
2001-06-20,-0.0037,-0.0318,0.000280306,-0.0217
2001-06-21,0.0007,0,0.00027454,-0.0003
2001-06-22,-0.0011,0.0019,0.000268774,0.006
2001-06-25,0.0051,-0.0005,0.000266467,-0.0018
2001-06-26,0.0091,-0.0036,0.000264161,-0.0156
2001-06-27,-0.0148,-0.0312,0.000266467,-0.0067
2001-06-28,-0.0103,-0.0038,0.000260317,-0.0025
2001-06-29,0.0048,0.0108,0.00026147,0.0203
2001-07-02,-0.0044,-0.0074,0.000260317,0.0027
2001-07-03,-0.0067,0.0038,,-0.0041
2001-07-04,,,,0.0049
2001-07-05,-0.0093,0.0106,,-0.0061
2001-07-06,0.003,0.0239,0.000266083,-0.0254
2001-07-09,0.0023,-0.0114,,-0.032
2001-07-10,-0.0011,-0.001,0.000239942,-0.0025
2001-07-11,0.0079,-0.0028,0.000265314,-0.0089
2001-07-12,-0.0063,0.0043,0.000263392,0.0114
2001-07-13,0.0019,-0.0144,0.000263392,-0.0205
2001-07-16,-0.0007,-0.0117,,0.0008
2001-07-17,0.0045,0.0029,,
2001-07-18,0.0086,-0.0179,0.000265314,-0.0153
2001-07-19,-0.0037,-0.0093,0.000260317,0.0096
2001-07-20,0.0019,0.0145,0.000260701,-0.0147
2001-07-23,-0.0041,0.003,0.000260701,-0.0251
2001-07-24,0.0033,0.0026,0.000260701,0.0046
2001-07-25,-0.0074,0.0194,0.000259548,-0.001
2001-07-26,-0.0056,-0.0033,0.000258395,0.006
2001-07-27,0.0045,0.0034,0.000258779,0.0225
2001-07-30,-0.0105,-0.0055,0.000259548,-0.014
2001-07-31,0.006,-0.0072,0.000260701,0.015
2001-08-01,0.0045,-0.001,0.000259932,0.0392
2001-08-02,0,0.021,0.000258395,0.0083
2001-08-03,0.0019,-0.0097,0.000257626,0.0022
2001-08-06,-0.003,0.0029,0.000257626,0.0012
2001-08-07,0.0004,0.0048,,-0.0033
2001-08-08,0.0026,-0.0052,0.000256473,-0.0027
2001-08-09,0.0205,0.0005,0.000249169,-0.0287
2001-08-10,0.0018,0.0101,0.00024148,0.0103
2001-08-13,0.0066,-0.0009,0.000236483,0.012
2001-08-14,0.0022,0.0034,0.000233407,0.027
2001-08-15,-0.0022,0.0003,,
2001-08-16,-0.0018,-0.0077,0.000236867,0.0066
2001-08-17,0.0149,-0.02,0.00023456,0.0001
2001-08-20,-0.0115,0.0022,0.000226872,-0.0239
2001-08-21,-0.004,0.0095,0.000228025,0.0028
2001-08-22,-0.0004,-0.0112,0.000226872,0.0109
2001-08-23,0.0015,0.0059,0.000226487,-0.0083
2001-08-24,-0.0102,0.0048,0.000232638,-0.0013
2001-08-27,0.0004,-0.0064,0.000232638,0.0166
2001-08-28,-0.0011,0.0048,0.000235714,-0.0039
2001-08-29,0.0051,-0.0003,0.00023456,-0.0189
2001-08-30,0.0062,-0.014,0.00023456,-0.0022
2001-08-31,-0.0036,0.0135,0.000238405,-0.0341
2001-09-03,,,0.000238405,-0.006
2001-09-04,-0.0102,-0.0078,0.000235329,0.0313
2001-09-05,0.0015,0.0037,0.000239558,-0.0123
2001-09-06,0.0037,0.0089,0.000240327,0.0012
2001-09-07,0.0004,0.0127,,0.0045
2001-09-10,-0.0055,-0.0074,0.000241096,-0.0078
2001-09-11,0,0.0098,0.000244171,-0.0184
2001-09-12,,,0.00024148,-0.1202
2001-09-13,,,0.000236483,0.0497
2001-09-14,0.0685,0.035,0.000236483,-0.034
2001-09-17,-0.0014,-0.0182,0.000236483,-0.0281
2001-09-18,-0.0059,-0.0289,,0.0345
2001-09-19,0.0118,-0.0308,0.000246478,0.0038
2001-09-20,-0.0086,-0.0048,0.00024148,-0.0133
2001-09-21,0.01,-0.0156,0.000237636,-0.0166
2001-09-22,,,0.000240711,
2001-09-24,-0.0075,-0.0878,0.00024148,0.0209
2001-09-25,0.0028,-0.0026,0.000237251,-0.0209
2001-09-26,0.0096,0.0145,0.000239174,0.0015
2001-09-27,-0.0055,0.0051,0.00023456,-0.001
2001-09-28,0.0024,0.01,0.000232254,0.0155
2001-10-01,-0.0007,-0.0067,,
2001-10-02,-0.0079,-0.0115,,
2001-10-03,0.0021,-0.0111,,
2001-10-04,0,0.0166,0.000230716,0.0437
2001-10-05,0.0031,-0.0083,0.000234176,0.0026
2001-10-08,0.0024,0.003,0.000230716,-0.0115
2001-10-09,-0.011,0.0056,0.000236483,0.0231
2001-10-10,-0.0121,0.0066,0.000237636,-0.0082
2001-10-11,-0.0112,0.0194,0.00024148,0.027
2001-10-12,0.0096,-0.0269,0.000257626,-0.0013
2001-10-15,-0.0098,-0.0124,0.000249938,-0.0047
2001-10-16,0.0007,0.0033,,0.0154
2001-10-17,0.0039,-0.0086,,0.0122
2001-10-18,-0.0148,-0.0114,,-0.0077
2001-10-19,0.0032,0.0219,0.00025186,0.0073
2001-10-22,-0.0164,-0.0013,,0.0012
2001-10-23,0.0022,-0.01,0.000255704,0.0034
2001-10-24,-0.0007,0.0167,0.000255704,0.0207
2001-10-25,0.0069,-0.0073,0.000260317,0.0013
2001-10-26,0.0004,0.0019,0.000264161,0.0023
2001-10-29,0.0043,0.007,0.000263392,0.0082
2001-10-30,0.0054,-0.0095,,-0.0256
2001-10-31,-0.0039,-0.0111,,0.0074
2001-11-01,0.0007,-0.019,0.000261854,0.0117
2001-11-02,0.0004,-0.0081,,0.0119
2001-11-05,-0.0046,-0.0143,0.000257626,0.0201
2001-11-06,0.0043,-0.0063,0.000256473,0.0069
2001-11-07,0.0046,0.0098,,-0.0061
2001-11-08,-0.0149,0.034,,0.0196
2001-11-09,0.0022,0.0287,,0.0065
2001-11-12,0.0032,-0.0249,,0.0134
2001-11-13,-0.0018,0.0215,0.000254166,0.0074
2001-11-14,0,-0.0438,,0.0303
2001-11-15,-0.0097,-0.0529,,-0.0004
2001-11-16,-0.0015,0.0188,0.000269158,0.0073
2001-11-19,-0.0073,0.0059,0.000269158,0.0255
2001-11-20,0.0011,0.0191,0.000269543,-0.0161
2001-11-21,-0.0004,-0.0051,,-0.0014
2001-11-22,,,,0.0148
2001-11-23,,0.0048,,0.033
2001-11-26,-0.0022,-0.0156,0.000270696,0.0455
2001-11-27,0.0033,0.0204,,-0.0066
2001-11-28,0.0033,-0.0151,,-0.0568
2001-11-29,-0.0022,-0.0138,0.000265314,-0.005
2001-11-30,0.0015,0.0277,0.000265314,0.0239
2001-12-03,0.011,0.0095,0.000259932,0.0105
2001-12-04,-0.0065,-0.0154,,-0.0012
2001-12-05,-0.0051,-0.0063,0.000265699,0.0591
2001-12-06,0.0018,-0.0237,,-0.0025
2001-12-07,-0.0011,0.012,,0.0261
2001-12-10,-0.0062,-0.0112,,-0.0507
2001-12-11,0,-0.0014,0.000273002,0.002
2001-12-12,0.0059,0.0036,,0.0169
2001-12-13,0.0004,-0.0018,,-0.0071
2001-12-14,0.015,0.0312,,-0.0168
2001-12-17,-0.0011,-0.0039,,-0.0254
2001-12-18,0.0097,0.0014,,-0.007
2001-12-19,-0.0175,0.0043,,0.0051
2001-12-20,0.0018,-0.0125,,0.027
2001-12-21,0.0072,0.0143,,-0.0298
2001-12-24,,0.0016,0.000270696,0.0028
2001-12-26,0.0061,0.0301,,0.0114
2001-12-27,-0.0082,-0.0083,0.000268389,0.0225
2001-12-28,-0.0032,-0.0049,,0.0376
2001-12-31,0.008,-0.0191,,
2002-01-02,0.0007,0.024,0.000272234,0.045
2002-01-03,-0.0025,-0.0167,0.000273387,0.0037
2002-01-04,0.0025,0.0304,,0.0276
2002-01-07,-0.0011,-0.0004,,0.005
2002-01-08,0.0011,-0.003,,-0.0222
2002-01-09,0.0161,-0.0214,,0.0229
2002-01-10,0.0131,0.0062,,-0.0311
2002-01-11,0.001,-0.0076,,-0.0012
2002-01-14,-0.007,-0.0188,,0.0229
2002-01-15,-0.0035,0.0029,,-0.0341
2002-01-16,0.0102,0.0072,,-0.0107
2002-01-17,-0.0101,-0.0256,,0.0036
2002-01-18,-0.0046,-0.0033,,-0.007
2002-01-21,,,0.000271849,0.0125
2002-01-22,-0.0057,-0.0008,,0.0098
2002-01-23,-0.0103,0.0126,0.000275309,0.0252
2002-01-24,-0.0018,0.0055,0.000276078,0.0203
2002-01-25,0.0025,0.006,0.000275309,0.0224
2002-01-28,-0.0018,-0.0052,0.000275693,0.0072
2002-01-29,0.0111,-0.01,0.000275309,-0.008
2002-01-30,0.0018,-0.0135,0.000274156,-0.0318
2002-01-31,0.0007,0.0147,0.000273771,-0.0018
2002-02-01,0.0138,0.0254,0.000272618,-0.0076
2002-02-04,0.0115,-0.009,0.00027108,-0.0164
2002-02-05,0.0308,-0.0018,0.000269543,0.0133
2002-02-06,-0.0023,-0.0083,0.000269927,0.0022
2002-02-07,0.0074,0.0016,,-0.0187
2002-02-08,0.0127,0.0214,,0.0164
2002-02-11,-0.0112,0.0309,,
2002-02-12,0.002,-0.0076,,
2002-02-13,-0.0043,0.011,,
2002-02-14,0.001,-0.0043,,0.0764
